"","gene_id","age","probe_id"
"9467","AT3G26782","MC","258254_at"
"9468","AT3G26790","MC","258258_at"
"9469","AT3G26810","MC","258311_at"
"9470","AT3G26830","UC","258277_at"
"9471","AT3G26850","MC","258260_at"
"9472","AT3G26860","MC","258278_at"
"9473","AT3G26870","MC","258279_at"
"9474","AT3G26880","MC","258280_at"
"9475","AT3G26890","MC","258256_at"
"9476","AT3G26900","MC","258281_at"
"9477","AT3G26910","MC","258282_at"
"9478","AT3G26932","MC","256980_at"
"9479","AT3G26935","UC","257808_at"
"9480","AT3G26940","MC","257779_at"
"9481","AT3G26950","MC","257783_at"
"9482","AT3G26960","MC","257793_at"
"9483","AT3G26980","UC","257784_at"
"9484","AT3G26980","UC","257785_at"
"9485","AT3G26990","MC","257786_at"
"9486","AT3G27000","UC","257787_at"
"9487","AT3G27010","MC","257788_at"
"9488","AT3G27020","UC","257789_at"
"9489","AT3G27050","MC","257794_at"
"9490","AT3G27060","UC","257809_at"
"9491","AT3G27080","UC","257792_at"
"9492","AT3G27090","MC","257790_at"
"9493","AT3G27100","UC","257780_at"
"9494","AT3G27110","UC","257791_at"
"9495","AT3G27120","MC","257781_at"
"9496","AT3G27150","MC","256750_at"
"9497","AT3G27160","MC","256753_at"
"9498","AT3G27170","UC","256751_at"
"9499","AT3G27190","UC","257174_at"
"9500","AT3G27200","MC","257151_at"
"9501","AT3G27210","MC","257154_at"
"9502","AT3G27220","UC","257153_at"
"9503","AT3G27230","MC","257150_at"
"9504","AT3G27240","UC","257148_at"
"9505","AT3G27260","MC","257146_at"
"9506","AT3G27270","MC","257147_at"
"9507","AT3G27280","UC","257149_at"
"9508","AT3G27290","MC","257155_at"
"9509","AT3G27300","UC","257144_at"
"9510","AT3G27310","MC","257152_at"
"9511","AT3G27320","MC","257145_at"
"9512","AT3G27325","MC","257709_at"
"9513","AT3G27330","MC","257740_at"
"9514","AT3G27340","UC","257741_at"
"9515","AT3G27350","MC","257710_at"
"9516","AT3G27360","UC","257714_at"
"9517","AT3G27380","UC","257713_at"
"9518","AT3G27380","UC","257742_at"
"9519","AT3G27390","MC","257743_at"
"9520","AT3G27400","MC","257735_at"
"9521","AT3G27410","MC","257736_at"
"9522","AT3G27420","MC","257712_at"
"9523","AT3G27430","UC","257711_at"
"9524","AT3G27440","UC","257737_at"
"9525","AT3G27470","MC","257739_at"
"9526","AT3G27520","MC","257969_at"
"9527","AT3G27530","UC","257971_at"
"9528","AT3G27540","UC","257999_at"
"9529","AT3G27550","MC","257968_at"
"9530","AT3G27560","UC","257972_at"
"9531","AT3G27570","UC","257970_at"
"9532","AT3G27580","MC","258029_at"
"9533","AT3G27610","UC","258228_at"
"9534","AT3G27620","MC","258235_at"
"9535","AT3G27640","UC","258242_at"
"9536","AT3G27650","MC","258241_at"
"9537","AT3G27660","MC","258240_at"
"9538","AT3G27670","MC","258238_at"
"9539","AT3G27690","UC","258239_at"
"9540","AT3G27700","MC","258229_at"
"9541","AT3G27730","UC","258231_at"
"9542","AT3G27740","UC","258243_at"
"9543","AT3G27750","MC","258232_at"
"9544","AT3G27770","UC","258244_at"
"9545","AT3G27785","MC","258233_at"
"9546","AT3G27810","MC","258237_at"
"9547","AT3G27810","MC","257220_at"
"9548","AT3G27820","UC","257227_at"
"9549","AT3G27840","UC","257223_at"
"9550","AT3G27870","UC","257224_at"
"9551","AT3G27880","MC","257226_at"
"9552","AT3G27890","UC","257228_at"
"9553","AT3G27920","MC","257221_at"
"9554","AT3G27925","UC","257222_at"
"9555","AT3G27930","MC","256851_at"
"9556","AT3G27950","MC","256847_at"
"9557","AT3G27960","UC","256848_at"
"9558","AT3G27980","MC","256846_at"
"9559","AT3G28007","UC","257271_at"
"9560","AT3G28030","UC","257273_at"
"9561","AT3G28040","MC","257297_at"
"9562","AT3G28050","MC","257299_at"
"9563","AT3G28130","MC","257272_at"
"9564","AT3G28140","MC","257270_at"
"9565","AT3G28150","MC","257309_at"
"9566","AT3G28180","MC","257071_at"
"9567","AT3G28190","MC","257070_at"
"9568","AT3G28200","MC","256578_at"
"9569","AT3G28210","UC","256576_at"
"9570","AT3G28220","MC","256577_at"
"9571","AT3G28230","MC","256630_at"
"9572","AT3G28270","MC","256603_at"
"9573","AT3G28280","MC","257576_at"
"9574","AT3G28320","MC","256631_at"
"9575","AT3G28330","MC","256632_at"
"9576","AT3G28340","UC","256633_at"
"9577","AT3G28345","UC","257899_at"
"9578","AT3G28380","UC","257873_at"
"9579","AT3G28390","UC","257842_at"
"9580","AT3G28420","MC","257900_at"
"9581","AT3G28430","MC","257845_at"
"9582","AT3G28450","MC","257902_at"
"9583","AT3G28460","MC","257903_at"
"9584","AT3G28470","MC","257904_at"
"9585","AT3G28480","UC","257844_at"
"9586","AT3G28490","UC","257870_at"
"9587","AT3G28500","UC","256597_at"
"9588","AT3G28620","MC","257565_at"
"9589","AT3G28630","MC","256992_at"
"9590","AT3G28670","UC","256993_at"
"9591","AT3G28690","MC","257016_at"
"9592","AT3G28700","UC","256986_at"
"9593","AT3G28730","UC","256590_at"
"9594","AT3G28740","UC","256589_at"
"9595","AT3G28750","MC","256584_at"
"9596","AT3G28760","UC","256585_at"
"9597","AT3G28780","UC","256587_at"
"9598","AT3G28790","MC","256588_at"
"9599","AT3G28830","MC","256581_at"
"9600","AT3G28840","MC","256582_at"
"9601","AT3G28850","MC","256583_at"
"9602","AT3G28860","UC","257137_at"
"9603","AT3G28870","MC","257138_at"
"9604","AT3G28900","UC","257141_at"
"9605","AT3G28910","MC","257140_at"
"9606","AT3G28920","MC","256622_at"
"9607","AT3G28930","UC","258002_at"
"9608","AT3G28940","UC","258000_at"
"9609","AT3G28950","UC","258001_at"
"9610","AT3G28960","UC","257543_at"
"9611","AT3G28970","MC","258057_at"
"9612","AT3G28980","MC","258058_at"
"9613","AT3G29010","UC","258056_at"
"9614","AT3G29020","MC","258004_at"
"9615","AT3G29030","MC","258003_at"
"9616","AT3G29035","MC","258059_at"
"9617","AT3G29070","UC","257107_at"
"9618","AT3G29075","MC","258245_at"
"9619","AT3G29090","UC","258193_at"
"9620","AT3G29100","UC","258191_at"
"9621","AT3G29160","UC","258221_at"
"9622","AT3G29170","UC","258194_at"
"9623","AT3G29180","MC","256747_at"
"9624","AT3G29185","MC","257773_at"
"9625","AT3G29200","UC","257746_at"
"9626","AT3G29230","MC","257744_at"
"9627","AT3G29240","UC","257745_at"
"9628","AT3G29270","MC","256611_at"
"9629","AT3G29280","MC","256612_at"
"9630","AT3G29290","MC","256613_at"
"9631","AT3G29300","MC","256614_at"
"9632","AT3G29310","MC","256764_at"
"9633","AT3G29320","UC","256746_at"
"9634","AT3G29350","MC","256744_at"
"9635","AT3G29360","UC","256745_at"
"9636","AT3G29370","MC","256743_at"
"9637","AT3G29375","MC","256741_at"
"9638","AT3G29380","UC","256742_at"
"9639","AT3G29390","MC","256734_at"
"9640","AT3G29400","MC","256735_at"
"9641","AT3G29590","MC","256924_at"
"9642","AT3G29635","MC","256923_at"
"9643","AT3G29670","MC","257288_at"
"9644","AT3G29770","UC","256564_at"
"9645","AT3G29780","MC","256563_at"
"9646","AT3G29810","MC","245228_at"
"9647","AT3G29970","MC","245226_at"
"9648","AT3G30180","UC","256598_at"
"9649","AT3G30210","MC","257307_at"
"9650","AT3G30260","MC","256703_at"
"9651","AT3G30280","MC","256704_at"
"9652","AT3G30290","MC","256705_at"
"9653","AT3G30300","MC","256706_at"
"9654","AT3G30340","MC","256731_at"
"9655","AT3G30350","MC","256710_at"
"9656","AT3G30380","MC","256702_at"
"9657","AT3G30390","UC","256711_at"
"9658","AT3G30460","MC","257081_at"
"9659","AT3G30530","MC","258306_at"
"9660","AT3G30775","UC","257315_at"
"9661","AT3G32030","MC","256560_s_at"
"9662","AT3G32930","MC","256607_at"
"9663","AT3G32940","MC","256605_at"
"9664","AT3G32960","MC","256606_at"
"9665","AT3G33520","UC","259242_at"
"9666","AT3G33530","UC","259241_at"
"9667","AT3G42050","UC","252845_at"
"9668","AT3G42170","MC","252847_at"
"9669","AT3G42630","MC","252759_at"
"9670","AT3G42640","UC","252820_at"
"9671","AT3G42660","UC","252785_at"
"9672","AT3G42670","MC","252786_at"
"9673","AT3G42725","MC","252763_at"
"9674","AT3G42770","MC","252761_at"
"9675","AT3G42790","MC","252764_at"
"9676","AT3G42800","MC","252765_at"
"9677","AT3G42850","MC","252769_at"
"9678","AT3G42860","MC","252770_at"
"9679","AT3G42880","MC","252771_at"
"9680","AT3G42940","MC","252776_at"
"9681","AT3G42950","UC","252781_at"
"9682","AT3G42960","UC","252780_at"
"9683","AT3G43110","MC","252730_at"
"9684","AT3G43120","MC","252733_at"
"9685","AT3G43190","UC","252746_at"
"9686","AT3G43210","MC","252736_at"
"9687","AT3G43220","UC","252737_at"
"9688","AT3G43230","UC","252745_at"
"9689","AT3G43240","MC","252738_at"
"9690","AT3G43250","UC","252739_at"
"9691","AT3G43270","MC","252740_at"
"9692","AT3G43300","UC","252743_at"
"9693","AT3G43430","MC","252751_at"
"9694","AT3G43520","MC","252723_at"
"9695","AT3G43540","UC","252724_at"
"9696","AT3G43590","MC","246328_at"
"9697","AT3G43600","UC","246330_at"
"9698","AT3G43610","MC","246329_at"
"9699","AT3G43630","MC","252694_at"
"9700","AT3G43660","MC","252697_at"
"9701","AT3G43670","MC","252698_at"
"9702","AT3G43700","UC","252701_at"
"9703","AT3G43720","MC","252711_at"
"9704","AT3G43740","MC","252703_at"
"9705","AT3G43750","MC","252704_at"
"9706","AT3G43790","UC","252707_at"
"9707","AT3G43800","MC","252712_at"
"9708","AT3G43810","UC","252713_at"
"9709","AT3G43860","UC","252710_at"
"9710","AT3G43880","MC","252714_x_at"
"9711","AT3G43920","UC","252716_at"
"9712","AT3G43930","MC","252717_at"
"9713","AT3G43950","MC","252719_at"
"9714","AT3G43960","MC","252692_at"
"9715","AT3G43990","MC","252721_at"
"9716","AT3G44020","MC","252688_at"
"9717","AT3G44050","MC","252691_at"
"9718","AT3G44070","MC","252663_at"
"9719","AT3G44080","MC","252664_at"
"9720","AT3G44100","UC","252669_at"
"9721","AT3G44110","UC","252670_at"
"9722","AT3G44180","MC","252666_at"
"9723","AT3G44190","UC","252671_at"
"9724","AT3G44200","MC","252667_at"
"9725","AT3G44230","MC","252672_at"
"9726","AT3G44240","MC","252673_at"
"9727","AT3G44250","UC","252674_at"
"9728","AT3G44260","UC","252679_at"
"9729","AT3G44280","MC","252676_at"
"9730","AT3G44320","UC","252677_at"
"9731","AT3G44330","UC","252680_at"
"9732","AT3G44340","UC","252662_at"
"9733","AT3G44350","MC","252681_at"
"9734","AT3G44370","MC","252682_at"
"9735","AT3G44380","MC","252683_at"
"9736","AT3G44400","MC","252684_at"
"9737","AT3G44450","MC","252661_at"
"9738","AT3G44460","MC","252645_at"
"9739","AT3G44510","MC","252636_at"
"9740","AT3G44510","MC","252635_at"
"9741","AT3G44530","UC","252637_at"
"9742","AT3G44540","UC","252638_at"
"9743","AT3G44550","UC","252639_at"
"9744","AT3G44560","UC","252640_at"
"9745","AT3G44590","UC","252643_at"
"9746","AT3G44600","UC","252644_at"
"9747","AT3G44610","UC","252646_at"
"9748","AT3G44620","UC","252647_at"
"9749","AT3G44630","MC","252648_at"
"9750","AT3G44690","MC","252650_at"
"9751","AT3G44720","UC","252652_at"
"9752","AT3G44730","MC","252653_at"
"9753","AT3G44735","MC","252624_at"
"9754","AT3G44750","UC","252625_at"
"9755","AT3G44770","MC","252656_at"
"9756","AT3G44780","MC","252657_at"
"9757","AT3G44800","MC","252658_at"
"9758","AT3G44820","MC","246331_at"
"9759","AT3G44830","UC","246332_at"
"9760","AT3G44850","UC","246334_at"
"9761","AT3G44880","UC","246335_at"
"9762","AT3G44890","UC","246339_at"
"9763","AT3G44900","MC","246336_at"
"9764","AT3G44910","MC","246337_at"
"9765","AT3G44940","MC","252626_at"
"9766","AT3G44960","MC","252628_at"
"9767","AT3G44990","MC","252607_at"
"9768","AT3G45000","UC","252600_at"
"9769","AT3G45010","UC","252606_at"
"9770","AT3G45040","MC","252602_at"
"9771","AT3G45050","MC","252603_at"
"9772","AT3G45060","UC","252604_at"
"9773","AT3G45090","MC","252608_at"
"9774","AT3G45100","UC","252617_at"
"9775","AT3G45110","MC","252609_at"
"9776","AT3G45130","UC","252611_at"
"9777","AT3G45140","MC","252618_at"
"9778","AT3G45160","MC","252612_at"
"9779","AT3G45190","UC","252613_at"
"9780","AT3G45210","MC","252619_at"
"9781","AT3G45220","UC","252614_at"
"9782","AT3G45230","MC","252615_at"
"9783","AT3G45260","MC","252573_at"
"9784","AT3G45280","UC","252571_at"
"9785","AT3G45290","UC","252572_at"
"9786","AT3G45300","UC","252570_at"
"9787","AT3G45310","UC","252622_at"
"9788","AT3G45320","MC","252623_at"
"9789","AT3G45330","MC","252596_at"
"9790","AT3G45410","MC","252568_at"
"9791","AT3G45420","MC","252569_at"
"9792","AT3G45440","MC","252575_at"
"9793","AT3G45480","MC","252578_at"
"9794","AT3G45500","MC","252581_at"
"9795","AT3G45510","MC","252579_at"
"9796","AT3G45540","MC","252583_at"
"9797","AT3G45590","MC","252593_at"
"9798","AT3G45600","MC","252591_at"
"9799","AT3G45610","MC","252586_at"
"9800","AT3G45620","UC","252587_at"
"9801","AT3G45630","MC","252588_at"
"9802","AT3G45640","UC","252592_at"
"9803","AT3G45670","MC","252590_at"
"9804","AT3G45680","MC","252594_at"
"9805","AT3G45690","MC","252595_at"
"9806","AT3G45710","MC","252537_at"
"9807","AT3G45720","MC","252538_at"
"9808","AT3G45750","MC","252541_at"
"9809","AT3G45770","UC","252542_at"
"9810","AT3G45780","UC","252543_at"
"9811","AT3G45810","UC","252544_at"
"9812","AT3G45830","MC","252546_at"
"9813","AT3G45850","MC","252548_at"
"9814","AT3G45860","MC","252549_at"
"9815","AT3G45870","UC","252550_at"
"9816","AT3G45880","UC","252551_at"
"9817","AT3G45900","MC","252552_at"
"9818","AT3G45910","MC","252553_at"
"9819","AT3G45940","UC","252555_at"
"9820","AT3G45950","UC","252556_at"
"9821","AT3G45970","MC","252563_at"
"9822","AT3G45980","UC","252561_at"
"9823","AT3G45990","UC","252558_at"
"9824","AT3G46000","UC","252565_at"
"9825","AT3G46010","UC","252564_at"
"9826","AT3G46020","UC","252559_at"
"9827","AT3G46030","UC","252560_at"
"9828","AT3G46040","UC","252566_at"
"9829","AT3G46060","UC","252514_at"
"9830","AT3G46070","MC","252567_at"
"9831","AT3G46100","UC","252516_at"
"9832","AT3G46110","MC","252533_at"
"9833","AT3G46130","MC","252534_at"
"9834","AT3G46180","UC","252506_at"
"9835","AT3G46200","UC","252507_at"
"9836","AT3G46210","UC","252508_at"
"9837","AT3G46220","UC","252513_at"
"9838","AT3G46230","UC","252515_at"
"9839","AT3G46240","MC","252509_at"
"9840","AT3G46270","MC","252510_at"
"9841","AT3G46280","MC","252511_at"
"9842","AT3G46290","MC","252512_at"
"9843","AT3G46340","MC","252517_at"
"9844","AT3G46430","MC","252524_at"
"9845","AT3G46440","UC","252527_at"
"9846","AT3G46450","MC","252525_at"
"9847","AT3G46460","UC","252528_at"
"9848","AT3G46490","UC","252529_at"
"9849","AT3G46500","UC","252530_at"
"9850","AT3G46510","MC","252486_at"
"9851","AT3G46520","UC","252531_at"
"9852","AT3G46530","MC","252485_at"
"9853","AT3G46540","MC","252478_at"
"9854","AT3G46560","UC","252479_at"
"9855","AT3G46570","MC","252532_at"
"9856","AT3G46580","MC","252480_at"
"9857","AT3G46590","MC","252504_at"
"9858","AT3G46600","MC","252483_at"
"9859","AT3G46620","MC","252474_at"
"9860","AT3G46630","MC","252481_at"
"9861","AT3G46670","MC","252482_at"
"9862","AT3G46680","MC","252477_at"
"9863","AT3G46690","MC","252484_at"
"9864","AT3G46700","MC","252488_at"
"9865","AT3G46720","MC","252490_at"
"9866","AT3G46730","MC","252491_at"
"9867","AT3G46740","UC","252492_at"
"9868","AT3G46750","MC","252493_at"
"9869","AT3G46760","MC","252494_at"
"9870","AT3G46770","MC","252495_at"
"9871","AT3G46780","MC","252441_at"
"9872","AT3G46790","MC","252496_at"
"9873","AT3G46820","UC","252471_at"
"9874","AT3G46830","UC","252472_at"
"9875","AT3G46880","MC","252501_at"
"9876","AT3G46900","MC","252502_at"
"9877","AT3G46910","MC","252503_at"
"9878","AT3G46920","MC","252469_at"
"9879","AT3G46930","MC","252470_at"
"9880","AT3G46940","UC","252442_at"
"9881","AT3G46960","UC","252443_at"
"9882","AT3G46970","UC","252468_at"
"9883","AT3G46980","UC","252444_at"
"9884","AT3G47000","UC","252445_at"
"9885","AT3G47010","UC","252446_at"
"9886","AT3G47040","UC","252447_at"
"9887","AT3G47050","UC","252448_at"
"9888","AT3G47060","UC","252449_at"
"9889","AT3G47070","MC","252463_at"
"9890","AT3G47080","MC","252467_at"
"9891","AT3G47110","MC","252452_at"
"9892","AT3G47120","MC","252453_at"
"9893","AT3G47130","MC","252454_at"
"9894","AT3G47160","MC","252464_at"
"9895","AT3G47170","MC","252456_at"
"9896","AT3G47180","MC","252457_at"
"9897","AT3G47295","MC","252412_at"
"9898","AT3G47340","UC","252415_at"
"9899","AT3G47370","UC","252413_at"
"9900","AT3G47380","MC","252437_at"
"9901","AT3G47390","UC","252438_at"
"9902","AT3G47400","MC","252439_at"
"9903","AT3G47420","UC","252414_at"
"9904","AT3G47430","UC","252411_at"
"9905","AT3G47440","UC","252440_at"
"9906","AT3G47450","UC","252410_at"
"9907","AT3G47470","UC","252430_at"
"9908","AT3G47480","MC","252417_at"
"9909","AT3G47490","MC","252418_at"
"9910","AT3G47500","MC","252429_at"
"9911","AT3G47510","MC","252419_at"
"9912","AT3G47520","UC","252407_at"
"9913","AT3G47530","MC","252420_at"
"9914","AT3G47540","UC","252421_at"
"9915","AT3G47550","MC","252422_at"
"9916","AT3G47560","UC","252433_at"
"9917","AT3G47570","MC","252378_at"
"9918","AT3G47590","UC","252423_at"
"9919","AT3G47600","MC","252408_at"
"9920","AT3G47610","MC","252424_at"
"9921","AT3G47620","MC","252425_at"
"9922","AT3G47630","UC","252426_at"
"9923","AT3G47640","MC","252427_at"
"9924","AT3G47650","MC","252409_at"
"9925","AT3G47660","UC","252428_at"
"9926","AT3G47670","MC","252406_at"
"9927","AT3G47680","MC","252432_at"
"9928","AT3G47700","MC","252431_at"
"9929","AT3G47730","UC","252379_at"
"9930","AT3G47740","UC","252380_at"
"9931","AT3G47770","UC","252382_at"
"9932","AT3G47780","UC","252383_at"
"9933","AT3G47800","UC","252387_at"
"9934","AT3G47810","UC","252385_at"
"9935","AT3G47833","MC","252389_at"
"9936","AT3G47840","MC","252386_at"
"9937","AT3G47850","MC","252388_at"
"9938","AT3G47860","MC","252391_at"
"9939","AT3G47930","UC","252376_at"
"9940","AT3G47940","UC","252394_at"
"9941","AT3G47960","UC","252377_at"
"9942","AT3G47980","MC","252397_at"
"9943","AT3G47980","MC","252396_at"
"9944","AT3G47990","UC","252398_at"
"9945","AT3G48000","UC","252372_at"
"9946","AT3G48010","MC","252399_at"
"9947","AT3G48020","MC","252400_at"
"9948","AT3G48030","MC","252401_at"
"9949","AT3G48040","UC","252375_at"
"9950","AT3G48070","MC","252371_at"
"9951","AT3G48090","MC","252373_at"
"9952","AT3G48100","MC","252374_at"
"9953","AT3G48110","UC","252404_at"
"9954","AT3G48120","MC","252405_at"
"9955","AT3G48140","MC","252348_at"
"9956","AT3G48150","UC","252349_at"
"9957","AT3G48170","UC","252354_at"
"9958","AT3G48185","MC","252352_at"
"9959","AT3G48190","MC","252350_at"
"9960","AT3G48210","MC","252351_at"
"9961","AT3G48250","MC","252355_at"
"9962","AT3G48350","UC","252365_at"
"9963","AT3G48360","MC","252367_at"
"9964","AT3G48410","MC","252357_at"
"9965","AT3G48440","MC","252359_at"
"9966","AT3G48450","MC","252364_at"
"9967","AT3G48460","MC","252363_at"
"9968","AT3G48490","MC","252361_at"
"9969","AT3G48500","MC","252362_at"
"9970","AT3G48510","MC","252321_at"
"9971","AT3G48520","UC","252368_at"
"9972","AT3G48530","UC","252323_at"
"9973","AT3G48550","MC","252322_at"
"9974","AT3G48560","UC","252325_at"
"9975","AT3G48570","UC","252324_at"
"9976","AT3G48570","UC","252328_at"
"9977","AT3G48580","MC","252320_at"
"9978","AT3G48610","UC","252343_at"
"9979","AT3G48680","UC","252326_at"
"9980","AT3G48690","MC","252315_at"
"9981","AT3G48710","UC","252319_at"
"9982","AT3G48720","MC","252317_at"
"9983","AT3G48730","UC","252318_at"
"9984","AT3G48740","UC","252327_at"
"9985","AT3G48750","UC","252337_at"
"9986","AT3G48760","UC","252329_at"
"9987","AT3G48770","MC","252330_at"
"9988","AT3G48810","MC","252332_at"
"9989","AT3G48830","MC","252333_at"
"9990","AT3G48850","UC","252334_at"
"9991","AT3G48860","MC","252335_at"
"9992","AT3G48880","MC","252336_at"
"9993","AT3G48890","MC","252338_at"
"9994","AT3G48900","MC","252339_at"
"9995","AT3G48920","MC","252340_at"
"9996","AT3G48930","UC","252297_at"
"9997","AT3G48940","MC","252341_at"
"9998","AT3G48950","UC","252342_at"
"9999","AT3G48970","MC","252296_at"
"10000","AT3G48990","UC","252293_at"
"10001","AT3G49000","UC","252292_at"
"10002","AT3G49010","UC","252294_at"
"10003","AT3G49050","MC","252285_at"
"10004","AT3G49060","MC","252298_at"
"10005","AT3G49070","MC","252286_at"
"10006","AT3G49080","MC","252288_at"
"10007","AT3G49080","MC","252287_at"
"10008","AT3G49100","UC","252295_at"
"10009","AT3G49160","MC","252300_at"
"10010","AT3G49180","MC","252252_at"
"10011","AT3G49190","MC","252302_at"
"10012","AT3G49210","MC","252303_at"
"10013","AT3G49220","MC","252255_at"
"10014","AT3G49240","MC","252305_at"
"10015","AT3G49250","MC","252254_at"
"10016","AT3G49260","MC","252280_at"
"10017","AT3G49300","MC","252253_at"
"10018","AT3G49310","UC","252308_at"
"10019","AT3G49320","UC","252281_at"
"10020","AT3G49340","UC","252309_at"
"10021","AT3G49350","MC","252310_at"
"10022","AT3G49360","UC","252282_at"
"10023","AT3G49370","MC","252311_at"
"10024","AT3G49380","MC","252312_at"
"10025","AT3G49390","MC","252313_at"
"10026","AT3G49400","MC","252314_at"
"10027","AT3G49430","UC","252256_at"
"10028","AT3G49440","MC","252257_at"
"10029","AT3G49450","MC","252258_at"
"10030","AT3G49470","UC","252277_at"
"10031","AT3G49480","MC","252260_at"
"10032","AT3G49490","MC","252276_at"
"10033","AT3G49500","MC","252261_at"
"10034","AT3G49510","MC","252262_at"
"10035","AT3G49520","MC","252263_at"
"10036","AT3G49530","MC","252278_at"
"10037","AT3G49560","UC","252270_at"
"10038","AT3G49580","MC","252269_at"
"10039","AT3G49590","MC","252264_at"
"10040","AT3G49600","MC","252275_at"
"10041","AT3G49620","UC","252265_at"
"10042","AT3G49630","UC","252266_at"
"10043","AT3G49650","UC","252268_at"
"10044","AT3G49660","UC","252273_at"
"10045","AT3G49670","UC","252272_at"
"10046","AT3G49680","UC","252274_at"
"10047","AT3G49690","MC","252233_at"
"10048","AT3G49700","UC","252279_at"
"10049","AT3G49710","MC","252245_at"
"10050","AT3G49720","MC","252231_at"
"10051","AT3G49740","MC","252247_at"
"10052","AT3G49750","MC","252248_at"
"10053","AT3G49760","MC","252232_at"
"10054","AT3G49780","MC","252234_at"
"10055","AT3G49790","MC","252250_at"
"10056","AT3G49810","MC","252230_at"
"10057","AT3G49820","MC","252251_at"
"10058","AT3G49850","MC","252223_at"
"10059","AT3G49860","UC","252224_at"
"10060","AT3G49880","UC","252226_at"
"10061","AT3G49890","MC","252229_at"
"10062","AT3G49900","MC","252227_at"
"10063","AT3G49910","UC","252235_at"
"10064","AT3G49920","UC","252228_at"
"10065","AT3G49930","MC","252236_at"
"10066","AT3G49940","MC","252220_at"
"10067","AT3G49950","MC","252237_at"
"10068","AT3G49960","MC","252238_at"
"10069","AT3G49990","UC","252239_at"
"10070","AT3G50000","UC","252192_at"
"10071","AT3G50050","MC","252241_at"
"10072","AT3G50060","MC","252193_at"
"10073","AT3G50070","MC","252189_at"
"10074","AT3G50080","MC","252242_at"
"10075","AT3G50110","MC","252194_at"
"10076","AT3G50120","MC","252243_at"
"10077","AT3G50130","MC","252244_at"
"10078","AT3G50140","MC","252217_at"
"10079","AT3G50150","MC","252218_at"
"10080","AT3G50170","MC","252190_at"
"10081","AT3G50180","MC","252191_at"
"10082","AT3G50210","UC","252213_at"
"10083","AT3G50220","MC","252211_at"
"10084","AT3G50230","MC","252197_at"
"10085","AT3G50240","UC","252215_at"
"10086","AT3G50260","MC","252214_at"
"10087","AT3G50270","MC","252199_at"
"10088","AT3G50280","MC","252200_at"
"10089","AT3G50300","MC","252202_at"
"10090","AT3G50310","MC","252212_at"
"10091","AT3G50340","MC","252204_at"
"10092","AT3G50350","MC","252205_at"
"10093","AT3G50360","UC","252206_at"
"10094","AT3G50370","MC","252207_at"
"10095","AT3G50380","MC","252208_at"
"10096","AT3G50400","MC","252209_at"
"10097","AT3G50420","MC","252216_at"
"10098","AT3G50430","MC","252157_at"
"10099","AT3G50440","MC","252168_at"
"10100","AT3G50500","UC","252166_at"
"10101","AT3G50520","UC","252169_at"
"10102","AT3G50530","MC","252158_at"
"10103","AT3G50550","UC","252165_at"
"10104","AT3G50560","UC","252167_at"
"10105","AT3G50570","MC","252160_at"
"10106","AT3G50580","MC","252161_at"
"10107","AT3G50590","MC","252171_at"
"10108","AT3G50590","MC","252162_at"
"10109","AT3G50610","MC","252163_at"
"10110","AT3G50620","MC","252164_at"
"10111","AT3G50630","MC","252180_at"
"10112","AT3G50640","MC","252172_at"
"10113","AT3G50650","MC","252173_at"
"10114","AT3G50660","UC","252184_at"
"10115","AT3G50670","UC","252182_at"
"10116","AT3G50685","UC","252181_at"
"10117","AT3G50690","UC","252174_at"
"10118","AT3G50700","MC","252175_at"
"10119","AT3G50720","MC","252176_at"
"10120","AT3G50730","MC","252177_at"
"10121","AT3G50740","MC","252183_at"
"10122","AT3G50750","MC","252178_at"
"10123","AT3G50760","UC","252179_at"
"10124","AT3G50770","MC","252136_at"
"10125","AT3G50780","MC","252185_at"
"10126","AT3G50790","UC","252132_at"
"10127","AT3G50820","UC","252130_at"
"10128","AT3G50830","MC","252135_at"
"10129","AT3G50850","UC","252187_at"
"10130","AT3G50860","UC","252188_at"
"10131","AT3G50870","MC","252128_at"
"10132","AT3G50880","UC","252154_at"
"10133","AT3G50890","MC","252129_at"
"10134","AT3G50900","MC","252133_at"
"10135","AT3G50910","MC","252134_at"
"10136","AT3G50920","MC","252155_at"
"10137","AT3G50950","MC","252126_at"
"10138","AT3G50960","UC","252127_at"
"10139","AT3G50970","MC","252102_at"
"10140","AT3G50980","MC","252137_at"
"10141","AT3G50990","MC","252138_at"
"10142","AT3G51000","MC","252095_at"
"10143","AT3G51010","MC","252124_at"
"10144","AT3G51030","MC","252119_at"
"10145","AT3G51040","UC","252125_at"
"10146","AT3G51050","UC","252139_at"
"10147","AT3G51090","UC","252097_at"
"10148","AT3G51100","MC","252141_at"
"10149","AT3G51120","MC","252142_at"
"10150","AT3G51130","UC","252120_at"
"10151","AT3G51140","MC","252122_at"
"10152","AT3G51150","MC","252143_at"
"10153","AT3G51160","UC","252121_at"
"10154","AT3G51180","MC","252096_at"
"10155","AT3G51190","UC","252144_at"
"10156","AT3G51240","MC","252123_at"
"10157","AT3G51250","MC","252099_at"
"10158","AT3G51260","UC","252094_at"
"10159","AT3G51270","UC","252147_at"
"10160","AT3G51280","MC","252148_at"
"10161","AT3G51290","MC","252149_at"
"10162","AT3G51310","UC","252150_at"
"10163","AT3G51320","MC","252151_at"
"10164","AT3G51330","MC","252098_at"
"10165","AT3G51360","MC","252153_at"
